evaluation_id,run_id,arm_id,mode_id,schema_id,schema_seed,seed_bundle_id,replicate_index,status,artifact_root,started_at,ended_at
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_random_balanced_exploit_explore_tabular_q-schema2-rep0,tower_random_balanced_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_random_balanced_schema_v001,2,seed-7fe8666539580bdb,0,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:12.911631+00:00,2026-05-31T16:50:13.011437+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_random_balanced_exploit_explore_tabular_q-schema0-rep1,tower_random_balanced_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_random_balanced_schema_v001,0,seed-f2dc11649bc773f7,1,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:13.433991+00:00,2026-05-31T16:50:13.642151+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_random_balanced_exploit_explore_tabular_q-schema1-rep1,tower_random_balanced_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_random_balanced_schema_v001,1,seed-f2dc11649bc773f7,1,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:14.056245+00:00,2026-05-31T16:50:14.259856+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_random_balanced_exploit_explore_tabular_q-schema2-rep1,tower_random_balanced_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_random_balanced_schema_v001,2,seed-f2dc11649bc773f7,1,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:14.705550+00:00,2026-05-31T16:50:14.807613+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_random_balanced_exploit_explore_tabular_q-schema0-rep2,tower_random_balanced_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_random_balanced_schema_v001,0,seed-3ca872abbb2c8edf,2,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:15.247666+00:00,2026-05-31T16:50:15.467200+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_random_balanced_exploit_explore_tabular_q-schema1-rep2,tower_random_balanced_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_random_balanced_schema_v001,1,seed-3ca872abbb2c8edf,2,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:15.883828+00:00,2026-05-31T16:50:16.081291+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_random_balanced_exploit_explore_tabular_q-schema2-rep2,tower_random_balanced_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_random_balanced_schema_v001,2,seed-3ca872abbb2c8edf,2,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:16.535136+00:00,2026-05-31T16:50:16.634425+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_random_balanced_exploit_explore_tabular_q-schema0-rep3,tower_random_balanced_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_random_balanced_schema_v001,0,seed-bdc0a4ee553b5fe0,3,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:17.064066+00:00,2026-05-31T16:50:17.240606+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_random_balanced_exploit_explore_tabular_q-schema1-rep3,tower_random_balanced_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_random_balanced_schema_v001,1,seed-bdc0a4ee553b5fe0,3,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:17.647897+00:00,2026-05-31T16:50:17.849065+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_random_balanced_exploit_explore_tabular_q-schema2-rep3,tower_random_balanced_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_random_balanced_schema_v001,2,seed-bdc0a4ee553b5fe0,3,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:18.295132+00:00,2026-05-31T16:50:18.395406+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_random_unbalanced_exploit_explore_tabular_q-schema0-rep0,tower_random_unbalanced_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_random_unbalanced_schema_v001,0,seed-7fe8666539580bdb,0,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:18.846386+00:00,2026-05-31T16:50:18.947956+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_random_unbalanced_exploit_explore_tabular_q-schema1-rep0,tower_random_unbalanced_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_random_unbalanced_schema_v001,1,seed-7fe8666539580bdb,0,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:19.371544+00:00,2026-05-31T16:50:19.558450+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_random_unbalanced_exploit_explore_tabular_q-schema2-rep0,tower_random_unbalanced_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_random_unbalanced_schema_v001,2,seed-7fe8666539580bdb,0,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:20.013399+00:00,2026-05-31T16:50:20.120596+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_random_unbalanced_exploit_explore_tabular_q-schema0-rep1,tower_random_unbalanced_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_random_unbalanced_schema_v001,0,seed-f2dc11649bc773f7,1,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:20.571131+00:00,2026-05-31T16:50:20.677058+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_random_unbalanced_exploit_explore_tabular_q-schema1-rep1,tower_random_unbalanced_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_random_unbalanced_schema_v001,1,seed-f2dc11649bc773f7,1,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:21.097569+00:00,2026-05-31T16:50:21.310366+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_random_unbalanced_exploit_explore_tabular_q-schema2-rep1,tower_random_unbalanced_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_random_unbalanced_schema_v001,2,seed-f2dc11649bc773f7,1,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:21.881802+00:00,2026-05-31T16:50:21.988388+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_random_unbalanced_exploit_explore_tabular_q-schema0-rep2,tower_random_unbalanced_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_random_unbalanced_schema_v001,0,seed-3ca872abbb2c8edf,2,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:22.443739+00:00,2026-05-31T16:50:22.546535+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_random_unbalanced_exploit_explore_tabular_q-schema1-rep2,tower_random_unbalanced_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_random_unbalanced_schema_v001,1,seed-3ca872abbb2c8edf,2,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:22.973513+00:00,2026-05-31T16:50:23.163827+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_random_unbalanced_exploit_explore_tabular_q-schema2-rep2,tower_random_unbalanced_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_random_unbalanced_schema_v001,2,seed-3ca872abbb2c8edf,2,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:23.606641+00:00,2026-05-31T16:50:23.710928+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_random_unbalanced_exploit_explore_tabular_q-schema0-rep3,tower_random_unbalanced_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_random_unbalanced_schema_v001,0,seed-bdc0a4ee553b5fe0,3,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:24.169267+00:00,2026-05-31T16:50:24.274356+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_random_unbalanced_exploit_explore_tabular_q-schema1-rep3,tower_random_unbalanced_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_random_unbalanced_schema_v001,1,seed-bdc0a4ee553b5fe0,3,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:24.693976+00:00,2026-05-31T16:50:24.905313+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_random_unbalanced_exploit_explore_tabular_q-schema2-rep3,tower_random_unbalanced_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_random_unbalanced_schema_v001,2,seed-bdc0a4ee553b5fe0,3,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:25.361246+00:00,2026-05-31T16:50:25.468023+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_motion_exploit_explore_tabular_q-schema586944204-rep0,tower_motion_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_motion_schema_v001,,seed-7fe8666539580bdb,0,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:25.932178+00:00,2026-05-31T16:50:26.041673+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_motion_exploit_explore_tabular_q-schema1640250817-rep1,tower_motion_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_motion_schema_v001,,seed-f2dc11649bc773f7,1,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:26.491369+00:00,2026-05-31T16:50:26.600835+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_motion_exploit_explore_tabular_q-schema2115971678-rep2,tower_motion_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_motion_schema_v001,,seed-3ca872abbb2c8edf,2,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:27.055386+00:00,2026-05-31T16:50:27.169186+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_motion_exploit_explore_tabular_q-schema846157733-rep3,tower_motion_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_motion_schema_v001,,seed-bdc0a4ee553b5fe0,3,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:27.631585+00:00,2026-05-31T16:50:27.745763+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_bad_exploit_explore_tabular_q-schema586944204-rep0,tower_bad_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_bad_schema_v001,,seed-7fe8666539580bdb,0,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:28.264708+00:00,2026-05-31T16:50:28.384403+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_bad_exploit_explore_tabular_q-schema1640250817-rep1,tower_bad_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_bad_schema_v001,,seed-f2dc11649bc773f7,1,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:28.843798+00:00,2026-05-31T16:50:28.959604+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_bad_exploit_explore_tabular_q-schema2115971678-rep2,tower_bad_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_bad_schema_v001,,seed-3ca872abbb2c8edf,2,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:29.420717+00:00,2026-05-31T16:50:29.550832+00:00
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-tower_bad_exploit_explore_tabular_q-schema846157733-rep3,tower_bad_exploit_explore_tabular_q,tower_exploit_explore,counterpoint_bad_schema_v001,,seed-bdc0a4ee553b5fe0,3,success,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/first_serious_learning/artifacts/pi0_h_evaluation_001/evaluations/counterpoint_first_serious_learning_v001,2026-05-31T16:50:30.036718+00:00,2026-05-31T16:50:30.148138+00:00
