evaluation_id,run_id,candidate_id,instance_id,arm_id,schema_seed,seed_bundle_id,training_replicate_index,episode_index,step_index,controller_event_index,source_state,action_repr,reward,target_state,terminated,truncated,active_tier_before,active_tier_after
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1,counterpoint_symbolic_n3_small_v001,p001_over_144,1,seed-7fe8666539580bdb,0,1,2,3,"beat2:pitches(60, 64, 69)","(0, -1, -2)",1.4138888888888888,"beat3:pitches(60, 63, 67)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1,counterpoint_symbolic_n3_small_v001,p001_over_144,1,seed-7fe8666539580bdb,0,1,3,4,"beat3:pitches(60, 63, 67)","(0, 0, 0)",1.6888888888888889,"beat0:pitches(60, 63, 67)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1,counterpoint_symbolic_n3_small_v001,p001_over_144,1,seed-7fe8666539580bdb,0,1,4,6,"beat0:pitches(60, 63, 67)","(0, 2, 1)",1.4249999999999998,"beat1:pitches(60, 65, 68)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1,counterpoint_symbolic_n3_small_v001,p001_over_144,1,seed-7fe8666539580bdb,0,1,5,8,"beat1:pitches(60, 65, 68)","(2, 2, 2)",1.25,"beat2:pitches(62, 67, 70)",False,False,0,0
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1,counterpoint_symbolic_n3_small_v001,p001_over_144,1,seed-7fe8666539580bdb,0,1,6,9,"beat2:pitches(62, 67, 70)","(0, 0, 0)",1.5999999999999999,"beat3:pitches(62, 67, 70)",False,False,0,0
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1,counterpoint_symbolic_n3_small_v001,p001_over_144,1,seed-7fe8666539580bdb,0,1,7,11,"beat3:pitches(62, 67, 70)","(0, -2, 0)",2.583333333333333,"beat0:pitches(62, 65, 70)",True,False,0,0
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1,counterpoint_symbolic_n3_small_v001,p001_over_144,1,seed-7fe8666539580bdb,0,2,0,1,"beat0:pitches(60, 63, 67)","(0, 1, 0)",1.5416666666666665,"beat1:pitches(60, 64, 67)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1,counterpoint_symbolic_n3_small_v001,p001_over_144,1,seed-7fe8666539580bdb,0,2,1,2,"beat1:pitches(60, 64, 67)","(0, -1, 0)",1.5305555555555554,"beat2:pitches(60, 63, 67)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1,counterpoint_symbolic_n3_small_v001,p001_over_144,1,seed-7fe8666539580bdb,0,2,2,3,"beat2:pitches(60, 63, 67)","(0, 1, 2)",1.4027777777777777,"beat3:pitches(60, 64, 69)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1,counterpoint_symbolic_n3_small_v001,p001_over_144,1,seed-7fe8666539580bdb,0,2,3,4,"beat3:pitches(60, 64, 69)","(2, 2, 2)",1.35,"beat0:pitches(62, 66, 71)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1,counterpoint_symbolic_n3_small_v001,p001_over_144,1,seed-7fe8666539580bdb,0,2,4,6,"beat0:pitches(62, 66, 71)","(2, 1, 0)",1.4361111111111111,"beat1:pitches(64, 67, 71)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1,counterpoint_symbolic_n3_small_v001,p001_over_144,1,seed-7fe8666539580bdb,0,2,5,8,"beat1:pitches(64, 67, 71)","(-2, 0, 0)",1.472222222222222,"beat2:pitches(62, 67, 71)",False,False,0,0
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1,counterpoint_symbolic_n3_small_v001,p001_over_144,1,seed-7fe8666539580bdb,0,2,6,9,"beat2:pitches(62, 67, 71)","(2, 0, 1)",1.4249999999999998,"beat3:pitches(64, 67, 72)",False,False,0,0
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1,counterpoint_symbolic_n3_small_v001,p001_over_144,1,seed-7fe8666539580bdb,0,2,7,11,"beat3:pitches(64, 67, 72)","(-2, -1, -2)",2.4194444444444443,"beat0:pitches(62, 66, 70)",True,False,0,0
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1,counterpoint_symbolic_n3_small_v001,p001_over_144,1,seed-7fe8666539580bdb,0,3,0,1,"beat0:pitches(60, 65, 68)","(2, 1, 1)",1.3888888888888888,"beat1:pitches(62, 66, 69)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1,counterpoint_symbolic_n3_small_v001,p001_over_144,1,seed-7fe8666539580bdb,0,3,1,2,"beat1:pitches(62, 66, 69)","(0, 1, 1)",1.4833333333333332,"beat2:pitches(62, 67, 70)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1,counterpoint_symbolic_n3_small_v001,p001_over_144,1,seed-7fe8666539580bdb,0,3,2,3,"beat2:pitches(62, 67, 70)","(0, -2, -1)",1.4361111111111111,"beat3:pitches(62, 65, 69)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1,counterpoint_symbolic_n3_small_v001,p001_over_144,1,seed-7fe8666539580bdb,0,3,3,6,"beat3:pitches(62, 65, 69)","(0, 1, 2)",1.525,"beat0:pitches(62, 66, 71)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1,counterpoint_symbolic_n3_small_v001,p001_over_144,1,seed-7fe8666539580bdb,0,3,4,8,"beat0:pitches(62, 66, 71)","(0, 0, 0)",1.5999999999999999,"beat1:pitches(62, 66, 71)",False,False,0,0
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1,counterpoint_symbolic_n3_small_v001,p001_over_144,1,seed-7fe8666539580bdb,0,3,5,9,"beat1:pitches(62, 66, 71)","(-2, -2, -2)",1.2277777777777779,"beat2:pitches(60, 64, 69)",False,False,0,0
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1,counterpoint_symbolic_n3_small_v001,p001_over_144,1,seed-7fe8666539580bdb,0,3,6,11,"beat2:pitches(60, 64, 69)","(0, 0, -1)",1.5305555555555554,"beat3:pitches(60, 64, 68)",False,False,0,0
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_144-schema1,counterpoint_symbolic_n3_small_v001,p001_over_144,1,seed-7fe8666539580bdb,0,3,7,12,"beat3:pitches(60, 64, 68)","(0, -1, 0)",2.6194444444444445,"beat0:pitches(60, 63, 68)",True,False,0,0
