evaluation_id,run_id,arm_id,episode_index,step_index,source_state,action_id,action_repr,reward,target_state,terminated,truncated,active_tier_before,active_tier_after
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,5,0,"beat0:pitches(60, 65, 68)",58,"(0, -1, 1)",1.5611111111111111,"beat1:pitches(60, 64, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,5,1,"beat1:pitches(60, 64, 69)",60,"(0, 0, -2)",1.4833333333333332,"beat2:pitches(60, 64, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,5,2,"beat2:pitches(60, 64, 67)",62,"(0, 0, 0)",1.5999999999999999,"beat3:pitches(60, 64, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,5,3,"beat3:pitches(60, 64, 67)",64,"(0, 0, 2)",1.5611111111111111,"beat0:pitches(60, 64, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,5,4,"beat0:pitches(60, 64, 69)",124,"(2, 2, 2)",1.25,"beat1:pitches(62, 66, 71)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,5,5,"beat1:pitches(62, 66, 71)",122,"(2, 2, 0)",1.3666666666666665,"beat2:pitches(64, 68, 71)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,5,6,"beat2:pitches(64, 68, 71)",58,"(0, -1, 1)",1.5833333333333333,"beat3:pitches(64, 67, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,5,7,"beat3:pitches(64, 67, 72)",5,"(-2, -1, -2)",2.4194444444444443,"beat0:pitches(62, 66, 70)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,6,0,"beat0:pitches(62, 66, 69)",62,"(0, 0, 0)",1.6222222222222222,"beat1:pitches(62, 66, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,6,1,"beat1:pitches(62, 66, 69)",63,"(0, 0, 1)",1.5527777777777778,"beat2:pitches(62, 66, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,6,2,"beat2:pitches(62, 66, 70)",1,"(-2, -2, -1)",1.286111111111111,"beat3:pitches(60, 64, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,6,3,"beat3:pitches(60, 64, 69)",67,"(0, 1, 0)",1.6305555555555555,"beat0:pitches(60, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,6,4,"beat0:pitches(60, 65, 69)",113,"(2, 0, 1)",1.4249999999999998,"beat1:pitches(62, 65, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,6,5,"beat1:pitches(62, 65, 70)",72,"(0, 2, 0)",1.4833333333333332,"beat2:pitches(62, 67, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,6,6,"beat2:pitches(62, 67, 70)",1,"(-2, -2, -1)",1.297222222222222,"beat3:pitches(60, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,6,7,"beat3:pitches(60, 65, 69)",55,"(0, -1, -2)",2.525,"beat0:pitches(60, 64, 67)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,7,0,"beat0:pitches(60, 63, 67)",74,"(0, 2, 2)",1.3555555555555554,"beat1:pitches(60, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,7,1,"beat1:pitches(60, 65, 69)",113,"(2, 0, 1)",1.4249999999999998,"beat2:pitches(62, 65, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,7,2,"beat2:pitches(62, 65, 70)",67,"(0, 1, 0)",1.5527777777777778,"beat3:pitches(62, 66, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,7,3,"beat3:pitches(62, 66, 70)",119,"(2, 1, 2)",1.4083333333333332,"beat0:pitches(64, 67, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,7,4,"beat0:pitches(64, 67, 72)",5,"(-2, -1, -2)",1.3194444444444444,"beat1:pitches(62, 66, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,7,5,"beat1:pitches(62, 66, 70)",56,"(0, -1, -1)",1.4944444444444445,"beat2:pitches(62, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,7,6,"beat2:pitches(62, 65, 69)",63,"(0, 0, 1)",1.5416666666666665,"beat3:pitches(62, 65, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,7,7,"beat3:pitches(62, 65, 70)",61,"(0, 0, -1)",2.6527777777777777,"beat0:pitches(62, 65, 69)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,8,0,"beat0:pitches(60, 64, 67)",62,"(0, 0, 0)",1.5999999999999999,"beat1:pitches(60, 64, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,8,1,"beat1:pitches(60, 64, 67)",64,"(0, 0, 2)",1.461111111111111,"beat2:pitches(60, 64, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,8,2,"beat2:pitches(60, 64, 69)",117,"(2, 1, 0)",1.4361111111111111,"beat3:pitches(62, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,8,3,"beat3:pitches(62, 65, 69)",62,"(0, 0, 0)",1.7111111111111112,"beat0:pitches(62, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,8,4,"beat0:pitches(62, 65, 69)",74,"(0, 2, 2)",1.3555555555555554,"beat1:pitches(62, 67, 71)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,8,5,"beat1:pitches(62, 67, 71)",57,"(0, -1, 0)",1.5416666666666665,"beat2:pitches(62, 66, 71)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,8,6,"beat2:pitches(62, 66, 71)",122,"(2, 2, 0)",1.3666666666666665,"beat3:pitches(64, 68, 71)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,8,7,"beat3:pitches(64, 68, 71)",7,"(-2, -1, 0)",2.513888888888889,"beat0:pitches(62, 67, 71)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,9,0,"beat0:pitches(62, 66, 69)",62,"(0, 0, 0)",1.6222222222222222,"beat1:pitches(62, 66, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,9,1,"beat1:pitches(62, 66, 69)",63,"(0, 0, 1)",1.5527777777777778,"beat2:pitches(62, 66, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,9,2,"beat2:pitches(62, 66, 70)",4,"(-2, -2, 2)",1.2944444444444447,"beat3:pitches(60, 64, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,9,3,"beat3:pitches(60, 64, 72)",62,"(0, 0, 0)",1.6444444444444444,"beat0:pitches(60, 64, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,9,4,"beat0:pitches(60, 64, 72)",57,"(0, -1, 0)",1.4749999999999999,"beat1:pitches(60, 63, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,9,5,"beat1:pitches(60, 63, 72)",120,"(2, 2, -2)",1.35,"beat2:pitches(62, 65, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,9,6,"beat2:pitches(62, 65, 70)",67,"(0, 1, 0)",1.5527777777777778,"beat3:pitches(62, 66, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,9,7,"beat3:pitches(62, 66, 70)",119,"(2, 1, 2)",2.408333333333333,"beat0:pitches(64, 67, 72)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,10,0,"beat0:pitches(62, 66, 69)",62,"(0, 0, 0)",1.6222222222222222,"beat1:pitches(62, 66, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,10,1,"beat1:pitches(62, 66, 69)",6,"(-2, -1, -1)",1.3666666666666665,"beat2:pitches(60, 65, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,10,2,"beat2:pitches(60, 65, 68)",57,"(0, -1, 0)",1.5305555555555554,"beat3:pitches(60, 64, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,10,3,"beat3:pitches(60, 64, 68)",68,"(0, 1, 1)",1.5722222222222222,"beat0:pitches(60, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,10,4,"beat0:pitches(60, 65, 69)",113,"(2, 0, 1)",1.4249999999999998,"beat1:pitches(62, 65, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,10,5,"beat1:pitches(62, 65, 70)",14,"(-2, 0, 2)",1.4222222222222223,"beat2:pitches(60, 65, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,10,6,"beat2:pitches(60, 65, 72)",57,"(0, -1, 0)",1.4861111111111112,"beat3:pitches(60, 64, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,10,7,"beat3:pitches(60, 64, 72)",121,"(2, 2, -1)",2.5083333333333333,"beat0:pitches(62, 66, 71)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,11,0,"beat0:pitches(60, 65, 68)",58,"(0, -1, 1)",1.5611111111111111,"beat1:pitches(60, 64, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,11,1,"beat1:pitches(60, 64, 69)",60,"(0, 0, -2)",1.4833333333333332,"beat2:pitches(60, 64, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,11,2,"beat2:pitches(60, 64, 67)",68,"(0, 1, 1)",1.4833333333333332,"beat3:pitches(60, 65, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,11,3,"beat3:pitches(60, 65, 68)",114,"(2, 0, 2)",1.4666666666666666,"beat0:pitches(62, 65, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,11,4,"beat0:pitches(62, 65, 70)",73,"(0, 2, 1)",1.4138888888888888,"beat1:pitches(62, 67, 71)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,11,5,"beat1:pitches(62, 67, 71)",62,"(0, 0, 0)",1.5888888888888888,"beat2:pitches(62, 67, 71)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,11,6,"beat2:pitches(62, 67, 71)",23,"(-2, 2, 1)",1.3416666666666666,"beat3:pitches(60, 69, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,11,7,"beat3:pitches(60, 69, 72)",62,"(0, 0, 0)",2.6333333333333333,"beat0:pitches(60, 69, 72)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,12,0,"beat0:pitches(60, 64, 67)",62,"(0, 0, 0)",1.5999999999999999,"beat1:pitches(60, 64, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,12,1,"beat1:pitches(60, 64, 67)",64,"(0, 0, 2)",1.461111111111111,"beat2:pitches(60, 64, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,12,2,"beat2:pitches(60, 64, 69)",117,"(2, 1, 0)",1.4361111111111111,"beat3:pitches(62, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,12,3,"beat3:pitches(62, 65, 69)",62,"(0, 0, 0)",1.7111111111111112,"beat0:pitches(62, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,12,4,"beat0:pitches(62, 65, 69)",74,"(0, 2, 2)",1.3555555555555554,"beat1:pitches(62, 67, 71)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,12,5,"beat1:pitches(62, 67, 71)",62,"(0, 0, 0)",1.5888888888888888,"beat2:pitches(62, 67, 71)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,12,6,"beat2:pitches(62, 67, 71)",23,"(-2, 2, 1)",1.3416666666666666,"beat3:pitches(60, 69, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,12,7,"beat3:pitches(60, 69, 72)",62,"(0, 0, 0)",2.6333333333333333,"beat0:pitches(60, 69, 72)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,13,0,"beat0:pitches(60, 65, 68)",58,"(0, -1, 1)",1.5611111111111111,"beat1:pitches(60, 64, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,13,1,"beat1:pitches(60, 64, 69)",60,"(0, 0, -2)",1.4833333333333332,"beat2:pitches(60, 64, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,13,2,"beat2:pitches(60, 64, 67)",62,"(0, 0, 0)",1.5999999999999999,"beat3:pitches(60, 64, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,13,3,"beat3:pitches(60, 64, 67)",64,"(0, 0, 2)",1.5611111111111111,"beat0:pitches(60, 64, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,13,4,"beat0:pitches(60, 64, 69)",118,"(2, 1, 1)",1.3666666666666665,"beat1:pitches(62, 65, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep0,direct_tabular_q,13,5,"beat1:pitches(62, 65, 70)",62,"(0, 0, 0)",1.5999999999999999,"beat2:pitches(62, 65, 70)",False,False,,
